ID,File,Line,Context
811,posix.zig,463,"const stat = fstatatZ(pathfd, """", AT.EMPTY_PATH) catch |err| switch (err) { |         error.NameTooLong => unreachable, |         error.FileNotFound => unreachable,"
812,posix.zig,464,"error.NameTooLong => unreachable, |         error.FileNotFound => unreachable, |         error.InvalidUtf8 => unreachable,"
813,posix.zig,465,"error.FileNotFound => unreachable, |         error.InvalidUtf8 => unreachable, |         else => |e| return e,"
814,posix.zig,472,"var procfs_buf: [""/proc/self/fd/-2147483648\x00"".len]u8 = undefined; |     const proc_path = std.fmt.bufPrintZ(procfs_buf[0..], ""/proc/self/fd/{d}"", .{pathfd}) catch unreachable; |     while (true) {"
815,posix.zig,481,".INTR => continue, |             .BADF => unreachable, |             .FAULT => unreachable,"
816,posix.zig,482,".BADF => unreachable, |             .FAULT => unreachable, |             .INVAL => unreachable,"
817,posix.zig,483,".FAULT => unreachable, |             .INVAL => unreachable, |             .ACCES => return error.AccessDenied,"
818,posix.zig,522,".INTR => continue, |             .BADF => unreachable, // Can be reached if the fd refers to a directory opened without `Dir.OpenOptions{ .iterate = true }` |"
819,posix.zig,524,"|             .FAULT => unreachable, |             .INVAL => unreachable,"
820,posix.zig,525,".FAULT => unreachable, |             .INVAL => unreachable, |             .ACCES => return error.AccessDenied,"
821,posix.zig,578,"|                 .HALT => unreachable, |                 .KEXEC => unreachable,"
822,posix.zig,579,".HALT => unreachable, |                 .KEXEC => unreachable, |                 .POWER_OFF => unreachable,"
823,posix.zig,580,".KEXEC => unreachable, |                 .POWER_OFF => unreachable, |                 .RESTART => unreachable,"
824,posix.zig,581,".POWER_OFF => unreachable, |                 .RESTART => unreachable, |                 .RESTART2 => unreachable,"
825,posix.zig,582,".RESTART => unreachable, |                 .RESTART2 => unreachable, |             }"
826,posix.zig,624,".SUCCESS => buf = buf[num_read..], |                 .INVAL => unreachable, |                 .FAULT => unreachable,"
827,posix.zig,625,".INVAL => unreachable, |                 .FAULT => unreachable, |                 .INTR => continue,"
828,posix.zig,752,".SUCCESS => return, |         .INVAL => unreachable, // invalid signal |         .PERM => return error.PermissionDenied,"
829,posix.zig,841,".SUCCESS => return nread, |             .INTR => unreachable, |             .INVAL => unreachable,"
830,posix.zig,842,".INTR => unreachable, |             .INVAL => unreachable, |             .FAULT => unreachable,"
831,posix.zig,843,".INVAL => unreachable, |             .FAULT => unreachable, |             .AGAIN => unreachable,"
832,posix.zig,844,".FAULT => unreachable, |             .AGAIN => unreachable, |             .BADF => return error.NotOpenForReading, // Can be a race condition."
833,posix.zig,869,".INTR => continue, |             .INVAL => unreachable, |             .FAULT => unreachable,"
834,posix.zig,870,".INVAL => unreachable, |             .FAULT => unreachable, |             .NOENT => return error.ProcessNotFound,"
835,posix.zig,911,".SUCCESS => return nread, |             .INTR => unreachable, |             .INVAL => unreachable,"
836,posix.zig,912,".INTR => unreachable, |             .INVAL => unreachable, |             .FAULT => unreachable,"
837,posix.zig,913,".INVAL => unreachable, |             .FAULT => unreachable, |             .AGAIN => unreachable, // currently not support in WASI"
838,posix.zig,914,".FAULT => unreachable, |             .AGAIN => unreachable, // currently not support in WASI |             .BADF => return error.NotOpenForReading, // can be a race condition"
839,posix.zig,933,".INTR => continue, |             .INVAL => unreachable, |             .FAULT => unreachable,"
840,posix.zig,934,".INVAL => unreachable, |             .FAULT => unreachable, |             .NOENT => return error.ProcessNotFound,"
841,posix.zig,980,".SUCCESS => return nread, |             .INTR => unreachable, |             .INVAL => unreachable,"
842,posix.zig,981,".INTR => unreachable, |             .INVAL => unreachable, |             .FAULT => unreachable,"
843,posix.zig,982,".INVAL => unreachable, |             .FAULT => unreachable, |             .AGAIN => unreachable,"
844,posix.zig,983,".FAULT => unreachable, |             .AGAIN => unreachable, |             .BADF => return error.NotOpenForReading, // Can be a race condition."
845,posix.zig,1013,".INTR => continue, |             .INVAL => unreachable, |             .FAULT => unreachable,"
846,posix.zig,1014,".INVAL => unreachable, |             .FAULT => unreachable, |             .NOENT => return error.ProcessNotFound,"
847,posix.zig,1060,".SUCCESS => return, |             .INVALID_HANDLE => unreachable, // Handle not open for writing |             .ACCESS_DENIED => return error.AccessDenied,"
848,posix.zig,1069,".SUCCESS => return, |             .INTR => unreachable, |             .FBIG => return error.FileTooBig,"
849,posix.zig,1074,".TXTBSY => return error.FileBusy, |             .BADF => unreachable, // Handle not open for writing |             .INVAL => unreachable, // Handle not open for writing"
850,posix.zig,1075,".BADF => unreachable, // Handle not open for writing |             .INVAL => unreachable, // Handle not open for writing |             .NOTCAPABLE => return error.AccessDenied,"
851,posix.zig,1090,".TXTBSY => return error.FileBusy, |             .BADF => unreachable, // Handle not open for writing |             .INVAL => unreachable, // Handle not open for writing"
852,posix.zig,1091,".BADF => unreachable, // Handle not open for writing |             .INVAL => unreachable, // Handle not open for writing |             else => |err| return unexpectedErrno(err),"
853,posix.zig,1126,".SUCCESS => return nread, |             .INTR => unreachable, |             .INVAL => unreachable,"
854,posix.zig,1127,".INTR => unreachable, |             .INVAL => unreachable, |             .FAULT => unreachable,"
855,posix.zig,1128,".INVAL => unreachable, |             .FAULT => unreachable, |             .AGAIN => unreachable,"
856,posix.zig,1129,".FAULT => unreachable, |             .AGAIN => unreachable, |             .BADF => return error.NotOpenForReading, // can be a race condition"
857,posix.zig,1152,".INTR => continue, |             .INVAL => unreachable, |             .FAULT => unreachable,"
858,posix.zig,1153,".INVAL => unreachable, |             .FAULT => unreachable, |             .NOENT => return error.ProcessNotFound,"
859,posix.zig,1242,".SUCCESS => return nwritten, |             .INTR => unreachable, |             .INVAL => unreachable,"
860,posix.zig,1243,".INTR => unreachable, |             .INVAL => unreachable, |             .FAULT => unreachable,"
861,posix.zig,1244,".INVAL => unreachable, |             .FAULT => unreachable, |             .AGAIN => unreachable,"
862,posix.zig,1245,".FAULT => unreachable, |             .AGAIN => unreachable, |             .BADF => return error.NotOpenForWriting, // can be a race condition."
863,posix.zig,1247,".BADF => return error.NotOpenForWriting, // can be a race condition. |             .DESTADDRREQ => unreachable, // `connect` was never called. |             .DQUOT => return error.DiskQuota,"
864,posix.zig,1270,".INVAL => return error.InvalidArgument, |             .FAULT => unreachable, |             .NOENT => return error.ProcessNotFound,"
865,posix.zig,1274,".BADF => return error.NotOpenForWriting, // can be a race condition. |             .DESTADDRREQ => unreachable, // `connect` was never called. |             .DQUOT => return error.DiskQuota,"
866,posix.zig,1322,".SUCCESS => return nwritten, |             .INTR => unreachable, |             .INVAL => unreachable,"
867,posix.zig,1323,".INTR => unreachable, |             .INVAL => unreachable, |             .FAULT => unreachable,"
868,posix.zig,1324,".INVAL => unreachable, |             .FAULT => unreachable, |             .AGAIN => unreachable,"
869,posix.zig,1325,".FAULT => unreachable, |             .AGAIN => unreachable, |             .BADF => return error.NotOpenForWriting, // can be a race condition."
870,posix.zig,1327,".BADF => return error.NotOpenForWriting, // can be a race condition. |             .DESTADDRREQ => unreachable, // `connect` was never called. |             .DQUOT => return error.DiskQuota,"
871,posix.zig,1345,".INVAL => return error.InvalidArgument, |             .FAULT => unreachable, |             .NOENT => return error.ProcessNotFound,"
872,posix.zig,1349,".BADF => return error.NotOpenForWriting, // Can be a race condition. |             .DESTADDRREQ => unreachable, // `connect` was never called. |             .DQUOT => return error.DiskQuota,"
873,posix.zig,1401,".SUCCESS => return nwritten, |             .INTR => unreachable, |             .INVAL => unreachable,"
874,posix.zig,1402,".INTR => unreachable, |             .INVAL => unreachable, |             .FAULT => unreachable,"
875,posix.zig,1403,".INVAL => unreachable, |             .FAULT => unreachable, |             .AGAIN => unreachable,"
876,posix.zig,1404,".FAULT => unreachable, |             .AGAIN => unreachable, |             .BADF => return error.NotOpenForWriting, // can be a race condition."
877,posix.zig,1406,".BADF => return error.NotOpenForWriting, // can be a race condition. |             .DESTADDRREQ => unreachable, // `connect` was never called. |             .DQUOT => return error.DiskQuota,"
878,posix.zig,1435,".INVAL => return error.InvalidArgument, |             .FAULT => unreachable, |             .NOENT => return error.ProcessNotFound,"
879,posix.zig,1439,".BADF => return error.NotOpenForWriting, // Can be a race condition. |             .DESTADDRREQ => unreachable, // `connect` was never called. |             .DQUOT => return error.DiskQuota,"
880,posix.zig,1493,".SUCCESS => return nwritten, |             .INTR => unreachable, |             .INVAL => unreachable,"
881,posix.zig,1494,".INTR => unreachable, |             .INVAL => unreachable, |             .FAULT => unreachable,"
882,posix.zig,1495,".INVAL => unreachable, |             .FAULT => unreachable, |             .AGAIN => unreachable,"
883,posix.zig,1496,".FAULT => unreachable, |             .AGAIN => unreachable, |             .BADF => return error.NotOpenForWriting, // Can be a race condition."
884,posix.zig,1498,".BADF => return error.NotOpenForWriting, // Can be a race condition. |             .DESTADDRREQ => unreachable, // `connect` was never called. |             .DQUOT => return error.DiskQuota,"
885,posix.zig,1520,".INVAL => return error.InvalidArgument, |             .FAULT => unreachable, |             .NOENT => return error.ProcessNotFound,"
886,posix.zig,1524,".BADF => return error.NotOpenForWriting, // Can be a race condition. |             .DESTADDRREQ => unreachable, // `connect` was never called. |             .DQUOT => return error.DiskQuota,"
887,posix.zig,1646,"|             .FAULT => unreachable, |             .INVAL => return error.BadPathName,"
888,posix.zig,1724,"|             .FAULT => unreachable, |             // Provides INVAL with a linux host on a bad path name, but NOENT on Windows"
889,posix.zig,1727,".INVAL => return error.BadPathName, |             .BADF => unreachable, |             .ACCES => return error.AccessDenied,"
890,posix.zig,1816,"|             .FAULT => unreachable, |             .INVAL => return error.BadPathName,"
891,posix.zig,1818,".INVAL => return error.BadPathName, |             .BADF => unreachable, |             .ACCES => return error.AccessDenied,"
892,posix.zig,1853,".MFILE => error.ProcessFdQuotaExceeded, |         .BADF => unreachable, // invalid file descriptor |         else => |err| return unexpectedErrno(err),"
893,posix.zig,1864,".MFILE => return error.ProcessFdQuotaExceeded, |             .INVAL => unreachable, // invalid parameters passed to dup2 |             .BADF => unreachable, // invalid file descriptor"
894,posix.zig,1865,".INVAL => unreachable, // invalid parameters passed to dup2 |             .BADF => unreachable, // invalid file descriptor |             else => |err| return unexpectedErrno(err),"
895,posix.zig,1892,"switch (errno(system.execve(path, child_argv, envp))) { |         .SUCCESS => unreachable, |         .FAULT => unreachable,"
896,posix.zig,1893,".SUCCESS => unreachable, |         .FAULT => unreachable, |         .@""2BIG"" => return error.SystemResources,"
897,posix.zig,2066,".SUCCESS => return mem.sliceTo(out_buffer, 0), |         .FAULT => unreachable, |         .INVAL => unreachable,"
898,posix.zig,2067,".FAULT => unreachable, |         .INVAL => unreachable, |         .NOENT => return error.CurrentWorkingDirectoryUnlinked,"
899,posix.zig,2128,".SUCCESS => return, |         .FAULT => unreachable, |         .INVAL => unreachable,"
900,posix.zig,2129,".FAULT => unreachable, |         .INVAL => unreachable, |         .ACCES => return error.AccessDenied,"
901,posix.zig,2175,".SUCCESS => {}, |         .FAULT => unreachable, |         .INVAL => unreachable,"
902,posix.zig,2176,".FAULT => unreachable, |         .INVAL => unreachable, |         .BADF => unreachable,"
903,posix.zig,2177,".INVAL => unreachable, |         .BADF => unreachable, |         .ACCES => return error.AccessDenied,"
904,posix.zig,2206,".SUCCESS => return, |         .FAULT => unreachable, |         .INVAL => unreachable,"
905,posix.zig,2207,".FAULT => unreachable, |         .INVAL => unreachable, |         .ACCES => return error.AccessDenied,"
906,posix.zig,2257,".EXIST => return error.PathAlreadyExists, |         .FAULT => unreachable, |         .IO => return error.FileSystem,"
907,posix.zig,2268,".XDEV => return error.NotSameFileSystem, |         .INVAL => unreachable, |         .ILSEQ => |err| if (native_os == .wasi)"
908,posix.zig,2282,"return linkat(AT.FDCWD, oldpath, AT.FDCWD, newpath, 0) catch |err| switch (err) { |             error.NotDir => unreachable, // link() does not support directories |             else => |e| return e,"
909,posix.zig,2310,".EXIST => return error.PathAlreadyExists, |         .FAULT => unreachable, |         .IO => return error.FileSystem,"
910,posix.zig,2322,".XDEV => return error.NotSameFileSystem, |         .INVAL => unreachable, |         .ILSEQ => |err| if (native_os == .wasi)"
911,posix.zig,2359,".EXIST => return error.PathAlreadyExists, |             .FAULT => unreachable, |             .IO => return error.FileSystem,"
912,posix.zig,2371,".XDEV => return error.NotSameFileSystem, |             .INVAL => unreachable, |             .ILSEQ => return error.InvalidUtf8,"
913,posix.zig,2419,"return unlinkat(AT.FDCWD, file_path, 0) catch |err| switch (err) { |             error.DirNotEmpty => unreachable, // only occurs when targeting directories |             else => |e| return e,"
914,posix.zig,2444,".BUSY => return error.FileBusy, |         .FAULT => unreachable, |         .INVAL => unreachable,"
915,posix.zig,2445,".FAULT => unreachable, |         .INVAL => unreachable, |         .IO => return error.FileSystem,"
916,posix.zig,2465,"windows.DeleteFile(file_path_w, .{ .dir = fs.cwd().fd }) catch |err| switch (err) { |         error.DirNotEmpty => unreachable, // we're not passing .remove_dir = true |         else => |e| return e,"
917,posix.zig,2505,".BUSY => return error.FileBusy, |         .FAULT => unreachable, |         .IO => return error.FileSystem,"
918,posix.zig,2518,"|         .INVAL => unreachable, // invalid flags, or pathname has . as last component |         .BADF => unreachable, // always a race condition"
919,posix.zig,2519,".INVAL => unreachable, // invalid flags, or pathname has . as last component |         .BADF => unreachable, // always a race condition |"
920,posix.zig,2538,".BUSY => return error.FileBusy, |         .FAULT => unreachable, |         .IO => return error.FileSystem,"
921,posix.zig,2554,"|         .INVAL => unreachable, // invalid flags, or pathname has . as last component |         .BADF => unreachable, // always a race condition"
922,posix.zig,2555,".INVAL => unreachable, // invalid flags, or pathname has . as last component |         .BADF => unreachable, // always a race condition |"
923,posix.zig,2639,".DQUOT => return error.DiskQuota, |         .FAULT => unreachable, |         .INVAL => unreachable,"
924,posix.zig,2640,".FAULT => unreachable, |         .INVAL => unreachable, |         .ISDIR => return error.IsDir,"
925,posix.zig,2702,".DQUOT => return error.DiskQuota, |         .FAULT => unreachable, |         .INVAL => unreachable,"
926,posix.zig,2703,".FAULT => unreachable, |         .INVAL => unreachable, |         .ISDIR => return error.IsDir,"
927,posix.zig,2754,".DQUOT => return error.DiskQuota, |         .FAULT => unreachable, |         .INVAL => unreachable,"
928,posix.zig,2755,".FAULT => unreachable, |         .INVAL => unreachable, |         .ISDIR => return error.IsDir,"
929,posix.zig,2792,"}) catch |err| switch (err) { |         error.WouldBlock => unreachable, // Not possible without `.share_access_nonblocking = true`. |         else => |e| return e,"
930,posix.zig,2868,".SUCCESS => {}, |         .INVALID_HANDLE => unreachable, |         .INVALID_PARAMETER => unreachable,"
931,posix.zig,2869,".INVALID_HANDLE => unreachable, |         .INVALID_PARAMETER => unreachable, |         .OBJECT_PATH_SYNTAX_BAD => unreachable,"
932,posix.zig,2870,".INVALID_PARAMETER => unreachable, |         .OBJECT_PATH_SYNTAX_BAD => unreachable, |         .ACCESS_DENIED => return error.AccessDenied,"
933,posix.zig,2903,".ACCES => return error.AccessDenied, |         .BADF => unreachable, |         .PERM => return error.AccessDenied,"
934,posix.zig,2907,".EXIST => return error.PathAlreadyExists, |         .FAULT => unreachable, |         .LOOP => return error.SymLinkLoop,"
935,posix.zig,2933,".ACCES => return error.AccessDenied, |         .BADF => unreachable, |         .PERM => return error.AccessDenied,"
936,posix.zig,2937,".EXIST => return error.PathAlreadyExists, |         .FAULT => unreachable, |         .LOOP => return error.SymLinkLoop,"
937,posix.zig,3034,".EXIST => return error.PathAlreadyExists, |         .FAULT => unreachable, |         .LOOP => return error.SymLinkLoop,"
938,posix.zig,3097,"return unlinkat(AT.FDCWD, dir_path, AT.REMOVEDIR) catch |err| switch (err) { |             error.FileSystem => unreachable, // only occurs when targeting files |             error.IsDir => unreachable..."
939,posix.zig,3098,"error.FileSystem => unreachable, // only occurs when targeting files |             error.IsDir => unreachable, // only occurs when targeting files |             else => |e| return e,"
940,posix.zig,3126,".BUSY => return error.FileBusy, |         .FAULT => unreachable, |         .INVAL => return error.BadPathName,"
941,posix.zig,3147,"return windows.DeleteFile(dir_path_w, .{ .dir = fs.cwd().fd, .remove_dir = true }) catch |err| switch (err) { |         error.IsDir => unreachable, |         else => |e| return e,"
942,posix.zig,3207,".ACCES => return error.AccessDenied, |         .FAULT => unreachable, |         .IO => return error.FileSystem,"
943,posix.zig,3242,".ACCES => return error.AccessDenied, |             .BADF => unreachable, |             .NOTDIR => return error.NotDir,"
944,posix.zig,3314,".ACCES => return error.AccessDenied, |         .FAULT => unreachable, |         .INVAL => return error.NotLink,"
945,posix.zig,3358,".ACCES => return error.AccessDenied, |         .FAULT => unreachable, |         .INVAL => return error.NotLink,"
946,posix.zig,3392,".ACCES => return error.AccessDenied, |         .FAULT => unreachable, |         .INVAL => return error.NotLink,"
947,posix.zig,3577,"); |         errdefer windows.closesocket(rc) catch unreachable; |         if ((socket_type & SOCK.NONBLOCK) != 0) {"
948,posix.zig,3583,"// have not identified any error codes that should be handled yet |                     else => unreachable, |                 }"
949,posix.zig,3647,".WSAEINPROGRESS => return error.BlockingOperationInProgress, |             .WSAEINVAL => unreachable, |             .WSAENETDOWN => return error.NetworkSubsystemFailed,"
950,posix.zig,3650,".WSAENOTCONN => return error.SocketNotConnected, |             .WSAENOTSOCK => unreachable, |             .WSANOTINITIALISED => unreachable,"
951,posix.zig,3651,".WSAENOTSOCK => unreachable, |             .WSANOTINITIALISED => unreachable, |             else => |err| return windows.unexpectedWSAError(err),"
952,posix.zig,3662,".SUCCESS => return, |             .BADF => unreachable, |             .INVAL => unreachable,"
953,posix.zig,3663,".BADF => unreachable, |             .INVAL => unreachable, |             .NOTCONN => return error.SocketNotConnected,"
954,posix.zig,3665,".NOTCONN => return error.SocketNotConnected, |             .NOTSOCK => unreachable, |             .NOBUFS => return error.SystemResources,"
955,posix.zig,3723,"switch (windows.ws2_32.WSAGetLastError()) { |                 .WSANOTINITIALISED => unreachable, // not initialized WSA |                 .WSAEACCES => return error.AccessDenied,"
956,posix.zig,3728,".WSAENOTSOCK => return error.FileDescriptorNotASocket, |                 .WSAEFAULT => unreachable, // invalid pointers |                 .WSAEINVAL => return error.AlreadyBound,"
957,posix.zig,3734,"} |             unreachable; |         }"
958,posix.zig,3743,".ADDRINUSE => return error.AddressInUse, |             .BADF => unreachable, // always a race condition if this error is returned |             .INVAL => unreachable, // invalid parameters"
959,posix.zig,3744,".BADF => unreachable, // always a race condition if this error is returned |             .INVAL => unreachable, // invalid parameters |             .NOTSOCK => unreachable, // invalid `sockfd`"
960,posix.zig,3745,".INVAL => unreachable, // invalid parameters |             .NOTSOCK => unreachable, // invalid `sockfd` |             .AFNOSUPPORT => return error.AddressFamilyNotSupported,"
961,posix.zig,3748,".ADDRNOTAVAIL => return error.AddressNotAvailable, |             .FAULT => unreachable, // invalid `addr` pointer |             .LOOP => return error.SymLinkLoop,"
962,posix.zig,3758,"} |     unreachable; | }"
963,posix.zig,3794,"switch (windows.ws2_32.WSAGetLastError()) { |                 .WSANOTINITIALISED => unreachable, // not initialized WSA |                 .WSAENETDOWN => return error.NetworkSubsystemFailed,"
964,posix.zig,3802,".WSAEOPNOTSUPP => return error.OperationNotSupported, |                 .WSAEINPROGRESS => unreachable, |                 else => |err| return windows.unexpectedWSAError(err),"
965,posix.zig,3812,".ADDRINUSE => return error.AddressInUse, |             .BADF => unreachable, |             .NOTSOCK => return error.FileDescriptorNotASocket,"
966,posix.zig,3900,"switch (windows.ws2_32.WSAGetLastError()) { |                     .WSANOTINITIALISED => unreachable, // not initialized WSA |                     .WSAECONNRESET => return error.ConnectionResetByPeer,"
967,posix.zig,3902,".WSAECONNRESET => return error.ConnectionResetByPeer, |                     .WSAEFAULT => unreachable, |                     .WSAEINVAL => return error.SocketNotListening,"
968,posix.zig,3919,".AGAIN => return error.WouldBlock, |                 .BADF => unreachable, // always a race condition |                 .CONNABORTED => return error.ConnectionAborted,"
969,posix.zig,3921,".CONNABORTED => return error.ConnectionAborted, |                 .FAULT => unreachable, |                 .INVAL => return error.SocketNotListening,"
970,posix.zig,3923,".INVAL => return error.SocketNotListening, |                 .NOTSOCK => unreachable, |                 .MFILE => return error.ProcessFdQuotaExceeded,"
971,posix.zig,3928,".NOMEM => return error.SystemResources, |                 .OPNOTSUPP => unreachable, |                 .PROTO => return error.ProtocolFailure,"
972,posix.zig,3937,"errdefer switch (native_os) { |         .windows => windows.closesocket(accepted_sock) catch unreachable, |         else => close(accepted_sock),"
973,posix.zig,3952,"var fd_flags = fcntl(sock, F.GETFD, 0) catch |err| switch (err) { |                 error.FileBusy => unreachable, |                 error.Locked => unreachable,"
974,posix.zig,3953,"error.FileBusy => unreachable, |                 error.Locked => unreachable, |                 error.PermissionDenied => unreachable,"
975,posix.zig,3954,"error.Locked => unreachable, |                 error.PermissionDenied => unreachable, |                 error.DeadLock => unreachable,"
976,posix.zig,3955,"error.PermissionDenied => unreachable, |                 error.DeadLock => unreachable, |                 error.LockedRegionLimitExceeded => unreachable,"
977,posix.zig,3956,"error.DeadLock => unreachable, |                 error.LockedRegionLimitExceeded => unreachable, |                 else => |e| return e,"
978,posix.zig,3961,"_ = fcntl(sock, F.SETFD, fd_flags) catch |err| switch (err) { |                 error.FileBusy => unreachable, |                 error.Locked => unreachable,"
979,posix.zig,3962,"error.FileBusy => unreachable, |                 error.Locked => unreachable, |                 error.PermissionDenied => unreachable,"
980,posix.zig,3963,"error.Locked => unreachable, |                 error.PermissionDenied => unreachable, |                 error.DeadLock => unreachable,"
981,posix.zig,3964,"error.PermissionDenied => unreachable, |                 error.DeadLock => unreachable, |                 error.LockedRegionLimitExceeded => unreachable,"
982,posix.zig,3965,"error.DeadLock => unreachable, |                 error.LockedRegionLimitExceeded => unreachable, |                 else => |e| return e,"
983,posix.zig,3975,"switch (windows.ws2_32.WSAGetLastError()) { |                     .WSANOTINITIALISED => unreachable, |                     .WSAENETDOWN => return error.NetworkSubsystemFailed,"
984,posix.zig,3984,"var fl_flags = fcntl(sock, F.GETFL, 0) catch |err| switch (err) { |                 error.FileBusy => unreachable, |                 error.Locked => unreachable,"
985,posix.zig,3985,"error.FileBusy => unreachable, |                 error.Locked => unreachable, |                 error.PermissionDenied => unreachable,"
986,posix.zig,3986,"error.Locked => unreachable, |                 error.PermissionDenied => unreachable, |                 error.DeadLock => unreachable,"
987,posix.zig,3987,"error.PermissionDenied => unreachable, |                 error.DeadLock => unreachable, |                 error.LockedRegionLimitExceeded => unreachable,"
988,posix.zig,3988,"error.DeadLock => unreachable, |                 error.LockedRegionLimitExceeded => unreachable, |                 else => |e| return e,"
989,posix.zig,3993,"_ = fcntl(sock, F.SETFL, fl_flags) catch |err| switch (err) { |                 error.FileBusy => unreachable, |                 error.Locked => unreachable,"
990,posix.zig,3994,"error.FileBusy => unreachable, |                 error.Locked => unreachable, |                 error.PermissionDenied => unreachable,"
991,posix.zig,3995,"error.Locked => unreachable, |                 error.PermissionDenied => unreachable, |                 error.DeadLock => unreachable,"
992,posix.zig,3996,"error.PermissionDenied => unreachable, |                 error.DeadLock => unreachable, |                 error.LockedRegionLimitExceeded => unreachable,"
993,posix.zig,3997,"error.DeadLock => unreachable, |                 error.LockedRegionLimitExceeded => unreachable, |                 else => |e| return e,"
994,posix.zig,4024,"|         .INVAL => unreachable, |         .MFILE => return error.ProcessFdQuotaExceeded,"
995,posix.zig,4063,"|         .BADF => unreachable, // always a race condition if this happens |         .EXIST => return error.FileDescriptorAlreadyPresentInSet,"
996,posix.zig,4065,".EXIST => return error.FileDescriptorAlreadyPresentInSet, |         .INVAL => unreachable, |         .LOOP => return error.OperationCausesCircularLoop,"
997,posix.zig,4084,".INTR => continue, |             .BADF => unreachable, |             .FAULT => unreachable,"
998,posix.zig,4085,".BADF => unreachable, |             .FAULT => unreachable, |             .INVAL => unreachable,"
999,posix.zig,4086,".FAULT => unreachable, |             .INVAL => unreachable, |             else => unreachable,"
1000,posix.zig,4087,".INVAL => unreachable, |             else => unreachable, |         }"
1001,posix.zig,4104,"|         .INVAL => unreachable, // invalid parameters |         .MFILE => return error.ProcessFdQuotaExceeded,"
1002,posix.zig,4130,"switch (windows.ws2_32.WSAGetLastError()) { |                 .WSANOTINITIALISED => unreachable, |                 .WSAENETDOWN => return error.NetworkSubsystemFailed,"
1003,posix.zig,4132,".WSAENETDOWN => return error.NetworkSubsystemFailed, |                 .WSAEFAULT => unreachable, // addr or addrlen have invalid pointers or addrlen points to an incorrect value |                 .WS..."
1004,posix.zig,4145,"|             .BADF => unreachable, // always a race condition |             .FAULT => unreachable,"
1005,posix.zig,4146,".BADF => unreachable, // always a race condition |             .FAULT => unreachable, |             .INVAL => unreachable, // invalid parameters"
1006,posix.zig,4147,".FAULT => unreachable, |             .INVAL => unreachable, // invalid parameters |             .NOTSOCK => return error.FileDescriptorNotASocket,"
1007,posix.zig,4159,"switch (windows.ws2_32.WSAGetLastError()) { |                 .WSANOTINITIALISED => unreachable, |                 .WSAENETDOWN => return error.NetworkSubsystemFailed,"
1008,posix.zig,4161,".WSAENETDOWN => return error.NetworkSubsystemFailed, |                 .WSAEFAULT => unreachable, // addr or addrlen have invalid pointers or addrlen points to an incorrect value |                 .WS..."
1009,posix.zig,4174,"|             .BADF => unreachable, // always a race condition |             .FAULT => unreachable,"
1010,posix.zig,4175,".BADF => unreachable, // always a race condition |             .FAULT => unreachable, |             .INVAL => unreachable, // invalid parameters"
1011,posix.zig,4176,".FAULT => unreachable, |             .INVAL => unreachable, // invalid parameters |             .NOTSOCK => return error.FileDescriptorNotASocket,"
1012,posix.zig,4246,"=> return error.NetworkUnreachable, |             .WSAEFAULT => unreachable, |             .WSAEINVAL => unreachable,"
1013,posix.zig,4247,".WSAEFAULT => unreachable, |             .WSAEINVAL => unreachable, |             .WSAEISCONN => unreachable,"
1014,posix.zig,4248,".WSAEINVAL => unreachable, |             .WSAEISCONN => unreachable, |             .WSAENOTSOCK => unreachable,"
1015,posix.zig,4249,".WSAEISCONN => unreachable, |             .WSAENOTSOCK => unreachable, |             .WSAEWOULDBLOCK => return error.WouldBlock,"
1016,posix.zig,4251,".WSAEWOULDBLOCK => return error.WouldBlock, |             .WSAEACCES => unreachable, |             .WSAENOBUFS => return error.SystemResources,"
1017,posix.zig,4269,".ALREADY => return error.ConnectionPending, |             .BADF => unreachable, // sockfd is not a valid open file descriptor. |             .CONNREFUSED => return error.ConnectionRefused,"
1018,posix.zig,4272,".CONNRESET => return error.ConnectionResetByPeer, |             .FAULT => unreachable, // The socket structure address is outside the user's address space. |             .INTR => continue,"
1019,posix.zig,4274,".INTR => continue, |             .ISCONN => unreachable, // The socket is already connected. |             .HOSTUNREACH => return error.NetworkUnreachable,"
1020,posix.zig,4277,".NETUNREACH => return error.NetworkUnreachable, |             .NOTSOCK => unreachable, // The file descriptor sockfd does not refer to a socket. |             .PROTOTYPE => unreachable, // The socket ..."
1021,posix.zig,4278,".NOTSOCK => unreachable, // The file descriptor sockfd does not refer to a socket. |             .PROTOTYPE => unreachable, // The socket type does not support the requested communications protocol. |..."
1022,posix.zig,4281,".NOENT => return error.FileNotFound, // Returned when socket is AF.UNIX and the given path does not exist. |             .CONNABORTED => unreachable, // Tried to reuse socket that previously received ..."
1023,posix.zig,4304,"}, |         .BADF => unreachable, |         .NOTSOCK => unreachable,"
1024,posix.zig,4305,".BADF => unreachable, |         .NOTSOCK => unreachable, |         .INVAL => unreachable,"
1025,posix.zig,4306,".NOTSOCK => unreachable, |         .INVAL => unreachable, |         .FAULT => unreachable,"
1026,posix.zig,4307,".INVAL => unreachable, |         .FAULT => unreachable, |         .NOPROTOOPT => return error.InvalidProtocolOption,"
1027,posix.zig,4331,".ALREADY => return error.ConnectionPending, |             .BADF => unreachable, // sockfd is not a valid open file descriptor. |             .CONNREFUSED => return error.ConnectionRefused,"
